Date,Equity
2023-05-08,200125.26249493533
2023-05-09,199829.2320741375
2023-05-10,199616.04012779263
2023-05-11,199221.01086933017
2023-05-12,199663.503402017
2023-05-15,199465.87478870086
2023-05-16,199816.53883490973
2023-05-17,200028.393722158
2023-05-18,200769.942113927
2023-05-19,202194.87113062598
2023-05-22,202908.73172615675
2023-05-23,203877.9284777147
2023-05-24,205636.2819353725
2023-05-25,208987.5737045082
2023-05-26,209337.17350148497
2023-05-29,213276.60676759732
2023-05-30,212026.41635536318
2023-05-31,213290.57589466756
2023-06-01,216011.49678970056
2023-06-02,221924.7838241207
2023-06-05,222460.81688296958
2023-06-06,221784.08238278466
2023-06-07,226879.0506712441
2023-06-08,221944.63615052585
2023-06-09,230315.7579654311
2023-06-12,228819.44020284174
2023-06-13,233818.44467476066
2023-06-14,237250.964096646
2023-06-15,242977.9451670231
2023-06-16,244632.34819903565
2023-06-19,242196.65981447094
2023-06-20,241993.0207642759
2023-06-21,246447.9681499206
2023-06-26,242657.76162844608
2023-06-27,233242.18433960187
2023-06-28,235931.52831098888
2023-06-29,239038.20669151333
2023-06-30,245164.20911431388
2023-07-03,252448.39089779477
2023-07-04,264146.67567416327
2023-07-05,259996.3390188726
2023-07-06,259292.65965270493
2023-07-07,257831.9635546572
2023-07-10,260588.91648032088
2023-07-11,272146.8186830359
2023-07-12,281725.1998825421
2023-07-13,289153.7108706151
2023-07-14,296167.47007788863
2023-07-17,296796.4379495064
2023-07-18,295134.36078121234
2023-07-19,289865.0634081405
2023-07-20,297561.84668752516
2023-07-21,312091.60050664714
2023-07-24,318594.61876935826
2023-07-25,313958.3450653308
2023-07-26,312970.7938831085
2023-07-27,312096.140103969
2023-07-28,318324.8225926646
2023-07-31,309415.52357448044
2023-08-01,306240.7969316015
2023-08-02,284498.46638247103
2023-08-04,286266.92792375217
2023-08-07,301263.0887596241
2023-08-08,298962.26278909016
2023-08-09,298841.49504191626
2023-08-10,285424.16326504323
2023-08-11,289593.78139609704
2023-08-14,285355.93251567055
2023-08-15,295195.0484450934
2023-08-16,302597.5448839693
2023-08-17,308749.71077522606
2023-08-18,302354.90631435846
2023-08-21,305295.1316690169
2023-08-22,309827.2410920878
2023-08-23,312262.25989804545
2023-08-24,313034.40700377076
2023-08-25,308103.23623647186
2023-08-28,305346.1097219501
2023-08-29,305731.10349843383
2023-08-30,305604.73353541933
2023-08-31,305624.4173130696
2023-09-01,303521.3562255373
2023-09-04,304113.45267352136
2023-09-05,304362.4807539517
2023-09-06,305700.95672281465
2023-09-07,305417.96273910196
2023-09-08,305082.9146046724
2023-09-11,303935.32289154996
2023-09-12,304301.04187626066
2023-09-13,304690.20799788635
2023-09-14,305827.016463209
2023-09-15,306297.19001439743
2023-09-18,305188.12916424824
2023-09-19,305456.412478615
2023-09-20,302545.182586437
2023-09-21,300086.6859899005
2023-09-22,300885.1076770527
2023-09-25,301819.7240687099
2023-09-26,301031.9652546967
2023-09-27,301334.47272830544
2023-09-28,301814.14396492153
2023-10-02,301733.9760152394
2023-10-03,301632.7640885601
2023-10-04,301528.0682189199
2023-10-05,302245.78649601847
2023-10-06,301878.7215252536
2023-10-11,301668.5966088346
2023-10-12,301854.4743601472
2023-10-13,301935.921986235
2023-10-16,301199.21083449555
2023-10-17,300454.50383657846
2023-10-18,296936.68563503074
2023-10-19,296891.3286809977
2023-10-20,296516.4929670541
2023-10-23,295080.3028292289
2023-10-24,294830.80045809445
2023-10-25,294559.48575754685
2023-10-26,292875.8725184791
2023-10-27,293515.31266436377
2023-10-30,293790.6453269846
2023-10-31,291747.30916524655
2023-11-01,291958.6150477753
2023-11-02,293471.2856747214
2023-11-03,294920.34254725557
2023-11-06,297323.2108193905
2023-11-07,303804.67589886655
2023-11-08,305216.5546327228
2023-11-09,303869.7089209284
2023-11-10,301394.21366375557
2023-11-13,298901.8079686784
2023-11-14,300404.6291653671
2023-11-15,299743.2067175652
2023-11-16,298032.08830106864
2023-11-17,298614.4610988674
2023-11-20,299105.28829864954
2023-11-21,300567.4852587958
2023-11-22,299954.9119018471
2023-11-23,296759.2531789437
2023-11-24,296791.88960413466
2023-11-27,292591.68507580477
2023-11-28,296957.0352872823
2023-11-29,299037.09812523646
2023-11-30,298586.51283697155
2023-12-01,300440.61949282
2023-12-04,299725.91371060757
2023-12-05,304504.04913587973
2023-12-06,308770.87538621324
2023-12-07,312319.84987830906
2023-12-08,317897.05637109926
2023-12-11,311918.74601678445
2023-12-12,314366.50048145704
2023-12-13,314427.568651116
2023-12-14,314198.0307176059
2023-12-15,312396.73073361756
2023-12-18,310979.02882335667
2023-12-19,307009.9397152026
2023-12-20,306271.1449387201
2023-12-21,304335.34994434065
2023-12-22,306524.06677583774
2023-12-25,300645.47635030287
2023-12-26,303221.24359664065
2023-12-27,305993.85113249026
2023-12-28,305316.70410002535
2023-12-29,304464.36609454977
2024-01-02,302404.0886480894
2024-01-03,297287.4257517928
2024-01-04,298631.056323206
2024-01-05,298448.16623811447
2024-01-08,296482.74895219336
2024-01-09,288631.9118579203
2024-01-10,285227.1846781518
2024-01-11,286745.506928745
2024-01-12,285626.64971798874
2024-01-15,285361.1921333434
2024-01-16,287063.8829388735
2024-01-17,284683.56102466286
2024-01-18,285419.0164778599
2024-01-19,287177.3785348425
2024-01-22,291583.32189891645
2024-01-23,294601.12253280176
2024-01-24,293215.06677228515
2024-01-25,293421.03463347256
2024-01-26,290778.25033486955
2024-01-29,294009.98894774966
2024-01-30,295570.22294045717
2024-01-31,293693.5133594988
2024-02-01,302422.83913424547
2024-02-02,310999.1291699756
2024-02-05,314847.43711960164
2024-02-15,327734.4560313077
2024-02-16,323065.3741096002
2024-02-19,320754.4865882674
2024-02-20,318591.5148679596
2024-02-21,317490.8733356194
2024-02-22,320328.4405383685
2024-02-23,320715.1408501857
2024-02-26,320801.56528564286
2024-02-27,315850.9764268011
2024-02-29,324481.8279010539
2024-03-01,329008.27312653826
2024-03-04,331595.0021348783
2024-03-05,340511.74296106456
2024-03-06,348580.0237178296
2024-03-07,342543.9634153744
2024-03-08,334697.9385268617
2024-03-11,338690.81051581196
2024-03-12,339901.4945995627
2024-03-13,334810.7938395492
2024-03-14,323652.1370192567
2024-03-15,320737.7621925855
2024-03-18,329403.1994865071
2024-03-19,331130.1561236596
2024-03-20,329503.44835992355
2024-03-21,331896.9158010043
2024-03-22,329489.963937774
2024-03-25,330627.9640630056
2024-03-26,322900.4256599355
2024-03-27,324838.6886401092
2024-03-28,325862.60113368963
2024-03-29,327528.4833741377
2024-04-01,325759.94405140314
2024-04-02,334483.36974973127
2024-04-03,334918.46794032044
2024-04-08,333689.74815803854
2024-04-09,338903.7285932818
2024-04-10,336692.0712832592
2024-04-11,334535.7707009237
2024-04-12,336702.3060942326
2024-04-15,326681.6255801407
2024-04-16,314413.7272575346
2024-04-17,326821.2308923299
2024-04-18,331253.45914299507
2024-04-19,318612.28292034887
2024-04-22,306366.5243734917
2024-04-23,308800.889212007
2024-04-24,322257.29835931526
2024-04-25,318416.9823881179
2024-04-26,321215.2494394784
2024-04-29,321598.9251498794
2024-04-30,320434.42613310047
2024-05-02,319451.32043915085
2024-05-03,319487.54434670816
2024-05-06,321573.91297114635
2024-05-07,322589.5384790363
2024-05-08,321101.801551869
2024-05-09,318590.72185038414
2024-05-10,318987.6178257931
2024-05-13,317540.15069998166
2024-05-14,319670.3737089929
2024-05-15,321214.72993757273
2024-05-16,329416.7092510452
2024-05-17,325374.37399373297
2024-05-20,322924.6377249773
2024-05-21,318069.28671093157
2024-05-22,324250.6197055164
2024-05-23,325038.6110320014
2024-05-24,328454.11966151645
2024-05-27,338345.95421584015
2024-05-28,343151.3242127483
2024-05-29,337888.0283022428
2024-05-30,335877.08561876405
2024-05-31,329971.7755866497
2024-06-03,333545.79827948334
2024-06-04,329420.6611991616
2024-06-05,338527.9892613541
2024-06-06,342171.58627283975
2024-06-07,343782.81699293526
2024-06-11,330952.30616797734
2024-06-12,326519.1325279032
2024-06-13,332918.9077129498
2024-06-14,338380.07914578414
2024-06-17,336200.93946509226
2024-06-18,338818.7104610921
2024-06-19,338110.2007465166
2024-06-20,344853.54715101863
2024-06-21,343978.7211536585
2024-06-24,336390.7414597811
2024-06-25,338047.0521211035
2024-06-26,338921.71477844386
2024-06-27,336127.70305954176
2024-06-28,340059.62714385404
2024-07-01,337249.575031277
2024-07-02,334601.632347156
2024-07-03,339383.1591561603
2024-07-04,339460.18092611025
2024-07-05,335437.0426140759
2024-07-08,340164.7983404443
2024-07-09,343906.0718175381
2024-07-10,346710.6743250142
2024-07-11,347425.9341740084
2024-07-12,340620.0556308789
2024-07-15,343054.22922001086
2024-07-16,341874.8496474192
2024-07-17,343823.9346721211
2024-07-18,336121.1355228971
2024-07-19,329506.1026726233
2024-07-22,317945.30855342105
2024-07-23,325771.2481337813
2024-07-26,323338.4895371522
2024-07-29,321678.79327789246
2024-07-30,324571.16418375814
2024-07-31,325520.8910602661
2024-08-01,329887.92112279334
2024-08-02,318549.6349642239
2024-08-05,302828.9728341862
2024-08-06,304828.7440391728
2024-08-07,307258.7447060258
2024-08-08,306097.97351207404
2024-08-09,308343.1365364825
2024-08-12,309397.03163698706
2024-08-13,309279.25305423734
2024-08-14,309304.9955731056
2024-08-15,309406.32510495966
2024-08-16,309845.50510337466
2024-08-19,309816.8858648923
2024-08-20,309624.93921296205
2024-08-21,309078.4783115978
2024-08-22,309368.17457727215
2024-08-23,309559.86421165476
2024-08-26,311165.50305340014
2024-08-27,310635.19093281846
2024-08-28,310600.1359126192
2024-08-29,310485.5192099633
2024-08-30,310437.8944993224
2024-09-02,309763.6867304228
2024-09-03,308908.45291848615
2024-09-04,303105.8473657897
2024-09-05,303141.81035428424
2024-09-06,303989.2418993645
2024-09-09,303392.87210314703
2024-09-10,302010.90493527986
2024-09-11,302136.55187951756
2024-09-12,305961.79070753674
2024-09-13,305755.9839624512
2024-09-16,305719.96932354895
2024-09-18,304754.1257091209
2024-09-19,307921.6283222568
2024-09-20,308203.79127779766
2024-09-23,307868.93527568056
2024-09-24,307795.34279700316
2024-09-25,308195.28749030037
2024-09-26,307167.32475769846
2024-09-27,307225.42593234195
2024-09-30,304988.6964420844
2024-10-01,306317.1383469381
2024-10-04,300365.01854139677
2024-10-07,305472.08320777724
2024-10-08,304858.33020581637
2024-10-09,305176.6147357875
2024-10-11,302742.23473307956
2024-10-14,305236.9602518645
2024-10-15,304956.432995982
2024-10-16,305974.5334713683
2024-10-17,308235.4959803439
2024-10-18,306552.30857685074
2024-10-21,310535.0265337217
2024-10-22,311520.71948314056
2024-10-23,310482.42622949474
2024-10-24,305279.26935168094
2024-10-25,309320.32874280825
2024-10-28,306256.4266367916
2024-10-29,299024.1535904943
2024-10-30,299401.37136078917
2024-11-01,298874.327160915
2024-11-04,301233.84554785484
2024-11-05,303747.79311720445
2024-11-06,308986.5033014667
2024-11-07,311469.04954247054
2024-11-08,312508.68088388926
2024-11-11,310015.7563209447
2024-11-12,305649.6550385777
2024-11-13,305486.3902314829
2024-11-14,302847.32478751015
2024-11-15,301126.09548661497
2024-11-18,294685.234255038
2024-11-19,303151.44150770677
2024-11-20,302550.39354724396
2024-11-21,306639.9968056439
2024-11-22,308237.652000284
2024-11-25,309689.0722835602
2024-11-26,306936.15820551215
2024-11-27,298420.2127230087
2024-11-28,298528.16617321636
2024-11-29,300039.6176367249
2024-12-02,303337.40239716443
2024-12-03,305683.2272398335
2024-12-04,306765.5507785016
2024-12-05,305463.3633243297
2024-12-06,305776.8274090133
2024-12-09,309262.03990671097
2024-12-10,306683.17544771964
2024-12-11,306720.9638307961
2024-12-12,308227.39628528804
2024-12-13,309154.26236600796
2024-12-16,309425.9428308947
2024-12-17,311936.4768497346
2024-12-18,311796.7265877897
2024-12-19,310501.1537277915
2024-12-20,307577.11670378206
2024-12-23,310225.89964441897
2024-12-24,305761.4294887214
2024-12-25,307296.02936332824
2024-12-26,309397.29178207397
2024-12-27,314112.8809949716
2024-12-30,310492.15150772023
2024-12-31,313294.8502969277
2025-01-02,306282.9247157289
2025-01-03,308050.2489108686
2025-01-06,311588.84290367964
2025-01-07,313297.60722192563
2025-01-08,311235.7512375599
2025-01-09,304128.08150227217
2025-01-10,301577.5434461111
2025-01-13,290168.0053334015
2025-01-14,295143.34911807254
2025-01-15,293575.4580611666
2025-01-16,295075.06744778174
2025-01-17,297783.6737497551
2025-01-20,300504.83723447
2025-01-21,299912.9956198659
2025-01-22,301494.6429147339
2025-02-03,297519.8203849569
2025-02-04,295856.6320780846
2025-02-05,298720.71276390884
2025-02-06,299212.83100742515
2025-02-07,297370.9829251118
2025-02-10,295638.02006465354
2025-02-11,296931.17456076184
2025-02-12,297195.1703932043
2025-02-13,298917.46449771756
2025-02-14,296586.12160846294
2025-02-17,297601.95850728586
2025-02-18,298629.51360432745
2025-02-19,302793.30015824735
2025-02-20,302345.34856618114
2025-02-21,305138.33104815567
2025-02-24,305788.88725169963
2025-02-25,305674.4547528623
2025-02-26,303651.37784345937
2025-02-27,301894.5006920941
2025-03-03,298001.1772228571
2025-03-04,299410.8727093437
2025-03-05,300669.78453646146
2025-03-06,299352.1642430794
2025-03-07,298424.4518348465
2025-03-10,298767.28184407507
2025-03-11,295365.4142164184
2025-03-12,298356.9480353325
2025-03-13,298340.3215338049
2025-03-14,301109.9819514333
2025-03-17,300221.46346033865
2025-03-18,299606.457351787
2025-03-19,299716.3867951703
2025-03-20,301219.25691010995
2025-03-21,299999.7849060339
2025-03-24,298568.79312379635
2025-03-25,297385.608062318
2025-03-26,297847.0373430277
2025-03-27,297618.21948527114
2025-03-28,296999.1411533621
2025-03-31,295802.6914152402
2025-04-01,296728.12249016785
2025-04-02,296805.96892209596
2025-04-07,294173.4791589214
2025-04-08,293686.92801566655
2025-04-09,293319.7817963383
2025-04-10,293729.5513492058
2025-04-11,293663.0376872313
2025-04-14,293534.28207258135
2025-04-15,293579.7650078039
2025-04-16,293703.4673043025
2025-04-17,293694.331051773
2025-04-18,293616.1001751077
2025-04-21,293312.4927973872
2025-04-22,292945.21896892006
2025-04-23,293501.7963353988
2025-04-24,293336.41564454616
2025-04-25,293353.54833246995
