Ticker,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Return_Pct,Reason,Days_Held,TP_Price,SL_Price
2376,2023-06-05,2023-06-09,185.42,215.38,0.1536,🟢 停利,4,215.38,162.96
2301,2023-06-06,2023-06-12,84.24,93.12,0.0979,🟢 停利,4,93.12,77.58
2382,2023-06-05,2023-06-13,109.17,127.51,0.16,🟢 停利,6,127.51,95.42
2618,2023-06-05,2023-06-15,32.17,36.08,0.1139,🟢 停利,8,36.08,29.24
3231,2023-06-05,2023-06-21,64.79,76.86,0.1782,🟢 停利,12,76.86,55.74
2368,2023-06-06,2023-07-03,127.9,149.06,0.1574,🟢 停利,17,149.06,112.04
3231,2023-06-21,2023-07-03,72.81,88.02,0.2006,🟢 停利,6,88.02,61.4
2376,2023-06-09,2023-07-04,205.72,241.48,0.1658,🟢 停利,15,241.48,178.9
2301,2023-06-13,2023-07-04,93.2,105.72,0.1265,🟢 停利,13,105.72,83.81
1519,2023-06-05,2023-07-05,130.33,116.62,-0.1113,⚪ 時間到期,20,157.06,110.29
2204,2023-06-05,2023-07-05,85.97,81.65,-0.0567,⚪ 時間到期,20,99.66,75.7
3661,2023-06-05,2023-07-05,1631.13,1766.11,0.0753,⚪ 時間到期,20,1930.69,1406.47
2383,2023-06-12,2023-07-05,222.74,258.91,0.1544,🟢 停利,15,258.91,195.61
3443,2023-06-06,2023-07-06,1410.06,1602.94,0.129,⚪ 時間到期,20,1678.02,1209.08
3231,2023-07-03,2023-07-06,86.27,102.86,0.1842,🟢 停利,3,102.86,73.82
3231,2023-07-06,2023-07-12,94.03,112.13,0.1843,🟢 停利,4,112.13,80.46
2382,2023-07-04,2023-07-13,149.42,181.62,0.2072,🟢 停利,7,175.85,129.59
2301,2023-07-04,2023-07-13,103.51,123.4,0.184,🟢 停利,7,123.4,88.59
2376,2023-07-05,2023-07-13,249.08,299.21,0.1931,🟢 停利,6,299.21,211.48
6669,2023-07-05,2023-07-13,1498.78,1812.5,0.2011,🟢 停利,6,1773.53,1292.72
2603,2023-07-05,2023-07-13,81.18,74.24,-0.0917,🔴 停損,6,90.43,74.24
2383,2023-07-06,2023-07-13,249.28,290.18,0.1561,🟢 停利,5,290.18,218.6
2356,2023-07-05,2023-07-14,42.91,50.48,0.1683,🟢 停利,7,50.48,37.24
3231,2023-07-12,2023-07-14,111.52,133.53,0.1892,🟢 停利,2,133.53,95.01
2618,2023-06-15,2023-07-17,35.64,33.16,-0.076,⚪ 時間到期,20,40.69,31.85
3017,2023-07-03,2023-07-21,272.03,317.39,0.1588,🟢 停利,14,317.39,238.02
6285,2023-07-13,2023-07-21,107.79,96.78,-0.1083,🔴 停損,6,121.78,97.3
2382,2023-07-13,2023-07-24,181.8,213.51,0.1664,🟢 停利,7,213.41,158.09
2383,2023-07-13,2023-07-24,284.35,329.61,0.1513,🟢 停利,7,329.61,250.4
2376,2023-07-13,2023-07-25,287.82,341.0,0.1767,🟢 停利,8,341.0,247.94
2356,2023-07-21,2023-07-25,56.88,68.69,0.1994,🟢 停利,2,68.69,48.02
2383,2023-07-25,2023-07-28,337.42,404.75,0.1913,🟢 停利,3,404.75,286.93
2301,2023-07-14,2023-07-31,124.12,152.2,0.2178,🟢 停利,11,148.26,106.02
1519,2023-07-17,2023-07-31,163.91,190.83,0.1563,🟢 停利,10,190.83,143.73
2356,2023-07-25,2023-08-01,67.93,58.12,-0.1503,🔴 停損,5,81.02,58.12
6669,2023-07-13,2023-08-02,1814.31,1562.48,-0.1447,🔴 停損,14,2150.09,1562.48
2368,2023-07-13,2023-08-02,171.18,151.15,-0.1231,🔴 停損,14,197.89,151.15
1519,2023-07-31,2023-08-02,190.14,164.16,-0.1425,🔴 停損,2,224.79,164.16
3231,2023-07-14,2023-08-04,129.95,108.57,-0.1702,🔴 停損,14,155.29,110.94
2301,2023-07-31,2023-08-04,152.35,119.07,-0.2238,🔴 停損,3,191.02,123.34
3706,2023-07-24,2023-08-10,44.94,37.53,-0.1705,🔴 停損,12,54.81,37.53
2382,2023-07-24,2023-08-17,213.72,256.98,0.1942,🟢 停利,17,256.98,181.28
2881,2023-08-04,2023-08-17,53.17,50.36,-0.0592,🔴 停損,9,56.91,50.36
6285,2023-07-21,2023-08-21,96.88,112.68,0.1552,⚪ 時間到期,20,115.98,82.55
1519,2023-08-02,2023-08-22,175.58,216.38,0.2239,🟢 停利,13,216.38,144.98
3044,2023-08-02,2023-08-23,149.58,177.11,0.1759,🟢 停利,14,177.11,128.94
2357,2023-08-02,2023-08-24,339.7,400.95,0.1723,🟢 停利,15,400.95,293.75
2383,2023-07-28,2023-08-28,387.66,389.95,-0.001,⚪ 時間到期,20,462.18,331.77
2356,2023-08-01,2023-08-30,59.03,51.11,-0.1401,⚪ 時間到期,20,75.13,46.95
3231,2023-08-04,2023-09-01,108.68,102.91,-0.0596,⚪ 時間到期,20,152.47,75.84
3017,2023-08-10,2023-09-07,332.54,335.08,0.0008,⚪ 時間到期,20,424.8,263.34
2382,2023-08-17,2023-09-14,244.25,217.2,-0.1168,⚪ 時間到期,20,318.38,188.66
2603,2023-08-17,2023-09-14,79.26,83.77,0.0497,⚪ 時間到期,20,88.98,71.97
2368,2023-08-21,2023-09-18,200.99,185.42,-0.0838,⚪ 時間到期,20,248.26,165.54
1519,2023-08-22,2023-09-19,211.99,191.97,-0.1006,⚪ 時間到期,20,272.79,166.39
3044,2023-08-23,2023-09-20,168.11,189.22,0.1179,⚪ 時間到期,20,214.09,133.62
3034,2023-09-18,2023-09-20,408.71,386.77,-0.0602,🔴 停損,2,437.96,386.77
2345,2023-08-24,2023-09-21,465.95,438.87,-0.0646,⚪ 時間到期,20,553.35,400.4
2449,2023-08-28,2023-09-25,76.27,72.81,-0.0518,⚪ 時間到期,20,88.3,67.24
3661,2023-08-30,2023-09-27,2466.24,2584.67,0.0409,⚪ 時間到期,20,2976.55,2083.5
3036,2023-09-25,2023-09-28,87.57,99.77,0.1315,🟢 停利,3,99.77,78.42
6285,2023-09-01,2023-10-02,122.35,124.49,0.0106,⚪ 時間到期,20,142.16,107.49
2603,2023-09-19,2023-10-03,89.98,84.76,-0.0645,🔴 停損,9,96.94,84.76
3036,2023-09-28,2023-10-05,93.96,108.88,0.151,🟢 停利,4,108.88,82.76
3533,2023-09-07,2023-10-06,835.54,790.78,-0.06,⚪ 時間到期,20,946.52,752.31
2454,2023-09-21,2023-10-11,676.08,731.58,0.0747,🟢 停利,11,731.58,634.45
3044,2023-09-20,2023-10-16,196.35,170.71,-0.1365,🔴 停損,15,229.66,171.37
2458,2023-09-14,2023-10-17,125.85,123.6,-0.0246,⚪ 時間到期,20,140.64,114.76
2204,2023-09-14,2023-10-17,89.37,83.98,-0.0668,⚪ 時間到期,20,105.05,77.61
3661,2023-10-06,2023-10-18,2700.18,2369.12,-0.1286,🔴 停損,6,3141.58,2369.12
3034,2023-09-20,2023-10-23,394.34,386.31,-0.027,⚪ 時間到期,20,427.27,369.64
3443,2023-10-16,2023-10-23,1638.58,1438.21,-0.1283,🔴 停損,5,1905.74,1438.21
2606,2023-10-02,2023-10-27,41.59,37.48,-0.105,🔴 停損,17,47.07,37.48
2327,2023-09-27,2023-10-30,101.37,104.57,0.0245,⚪ 時間到期,20,109.69,95.13
1519,2023-10-17,2023-10-30,233.43,196.88,-0.1624,🔴 停損,9,282.17,196.88
6285,2023-10-31,2023-11-01,120.98,109.67,-0.0997,🔴 停損,1,136.07,109.67
9910,2023-10-03,2023-11-02,171.33,161.79,-0.0621,⚪ 時間到期,20,196.11,152.74
3036,2023-10-05,2023-11-06,103.4,122.06,0.1724,🟢 停利,20,122.06,89.4
3036,2023-11-06,2023-11-07,112.84,130.98,0.1529,🟢 停利,1,130.98,99.23
2345,2023-10-11,2023-11-08,525.04,536.13,0.0141,⚪ 時間到期,20,610.11,461.24
2454,2023-10-17,2023-11-14,759.69,812.81,0.0626,⚪ 時間到期,20,831.18,706.07
2891,2023-10-30,2023-11-14,22.29,23.62,0.0525,🟢 停利,11,23.62,21.29
2449,2023-10-18,2023-11-15,77.86,78.63,0.0029,⚪ 時間到期,20,88.82,69.64
3036,2023-11-07,2023-11-16,120.93,106.98,-0.1214,🔴 停損,7,139.52,106.98
3443,2023-10-23,2023-11-20,1492.71,1666.09,0.1085,⚪ 時間到期,20,1778.33,1278.5
2303,2023-10-23,2023-11-20,43.33,44.76,0.0258,⚪ 時間到期,20,46.72,40.79
6669,2023-10-30,2023-11-27,1631.9,1664.74,0.0132,⚪ 時間到期,20,1952.04,1391.79
2603,2023-11-02,2023-11-30,83.86,85.68,0.0148,⚪ 時間到期,20,92.12,77.66
6415,2023-11-16,2023-11-30,369.38,433.29,0.165,🟢 停利,10,433.29,321.46
6285,2023-11-03,2023-12-01,125.98,125.99,-0.0068,⚪ 時間到期,20,143.7,112.69
2385,2023-11-14,2023-12-05,126.96,142.2,0.1124,🟢 停利,15,142.2,115.54
1519,2023-12-01,2023-12-05,228.58,273.44,0.1881,🟢 停利,2,273.44,194.93
6446,2023-11-08,2023-12-06,327.63,305.72,-0.0732,⚪ 時間到期,20,373.67,293.1
2204,2023-11-14,2023-12-06,86.63,97.41,0.1168,🟢 停利,16,97.41,78.54
1519,2023-12-05,2023-12-07,249.21,297.06,0.1839,🟢 停利,2,297.06,213.32
2204,2023-12-06,2023-12-12,95.12,108.75,0.1355,🟢 停利,4,108.75,84.9
3661,2023-11-15,2023-12-13,3284.4,3580.29,0.0826,⚪ 時間到期,20,3878.82,2838.58
2385,2023-12-05,2023-12-14,139.75,156.34,0.1111,🟢 停利,7,156.34,127.3
2618,2023-11-20,2023-12-18,27.86,27.61,-0.0158,⚪ 時間到期,20,31.27,25.3
3034,2023-11-20,2023-12-18,446.88,465.73,0.035,⚪ 時間到期,20,494.62,411.08
2204,2023-12-13,2023-12-19,111.49,100.1,-0.1083,🔴 停損,4,126.68,100.1
3533,2023-12-18,2023-12-19,1099.4,1020.18,-0.0784,🔴 停損,1,1205.03,1020.18
3533,2023-12-19,2023-12-20,1037.26,945.0,-0.0952,🔴 停損,1,1160.27,945.0
6285,2023-12-14,2023-12-21,157.07,141.77,-0.1036,🔴 停損,5,177.47,141.77
2454,2023-11-27,2023-12-25,850.49,893.65,0.0436,⚪ 時間到期,20,936.35,786.09
2353,2023-12-21,2023-12-25,39.03,42.92,0.0922,🟢 停利,2,42.92,36.11
2324,2023-12-25,2023-12-27,32.8,36.71,0.1116,🟢 停利,2,36.71,29.87
6415,2023-11-30,2023-12-28,427.76,480.26,0.1151,⚪ 時間到期,20,500.78,373.0
2368,2023-11-30,2023-12-28,216.38,206.07,-0.0541,⚪ 時間到期,20,253.46,188.56
6239,2023-12-18,2024-01-03,134.66,122.71,-0.095,🔴 停損,11,149.66,123.42
2606,2023-12-06,2024-01-04,48.24,47.24,-0.0275,⚪ 時間到期,20,54.71,43.39
2603,2023-12-19,2024-01-04,109.89,120.88,0.0924,🟢 停利,11,120.3,102.09
2357,2023-12-28,2024-01-04,455.99,416.38,-0.0931,🔴 停損,4,508.8,416.38
1519,2023-12-07,2024-01-05,276.32,269.98,-0.0296,⚪ 時間到期,20,328.05,237.52
2605,2023-12-12,2024-01-10,25.72,22.7,-0.1232,⚪ 時間到期,20,29.96,22.53
