Date,Equity
2023-07-27,195818.28860461977
2023-07-28,200215.86607796824
2023-07-31,191202.4587516553
2023-08-01,186523.95937243075
2023-08-02,174767.13289502086
2023-08-04,176835.93686229867
2023-08-07,185910.78338051218
2023-08-08,185629.88366795937
2023-08-09,185000.3636831318
2023-08-10,176374.3356652171
2023-08-11,178802.90993500518
2023-08-14,175381.30604955947
2023-08-15,181565.22468164674
2023-08-16,187726.9568198023
2023-08-17,190784.12133580286
2023-08-18,184181.42408209573
2023-08-21,184329.32292713772
2023-08-22,188318.7100127386
2023-08-23,190073.7351139032
2023-08-24,190910.4798644188
2023-08-25,185033.72017276488
2023-08-28,182904.20348729502
2023-08-29,183296.78753726406
2023-08-30,183999.6775101441
2023-08-31,183935.04040309467
2023-09-01,183222.76503204805
2023-09-04,183690.4375533609
2023-09-05,183576.5082076301
2023-09-06,184341.20709512406
2023-09-07,183967.30861154
2023-09-08,183880.8603074314
2023-09-11,182913.13547620375
2023-09-12,183498.60137757284
2023-09-13,183529.11394953483
2023-09-14,184248.59671938003
2023-09-15,184593.87446987882
2023-09-18,183754.7750645969
2023-09-19,183815.99112904767
2023-09-20,182113.7312392274
2023-09-21,180243.34758617764
2023-09-22,181130.84802214568
2023-09-25,181802.36477113503
2023-09-26,181305.30274212678
2023-09-27,181573.5510561131
2023-09-28,181615.41902392215
2023-10-02,181615.47099253102
2023-10-03,181386.02319756328
2023-10-04,181314.33493453715
2023-10-05,181550.80657031754
2023-10-06,181461.2076777591
2023-10-11,181571.3388000242
2023-10-12,181887.9631366339
2023-10-13,181829.82968425134
2023-10-16,181424.0285542767
2023-10-17,181355.0390388382
2023-10-18,181125.9848070275
2023-10-19,181232.22693970113
2023-10-20,180551.85605499052
2023-10-23,179465.37221963715
2023-10-24,179241.60453438605
2023-10-25,179225.08797045995
2023-10-26,178750.5122886271
2023-10-27,178530.63451278865
2023-10-30,179019.3454951129
2023-10-31,177976.1917471212
2023-11-01,178007.2919555375
2023-11-02,178563.15420566988
2023-11-03,178706.43709849982
2023-11-06,180212.8132395508
2023-11-07,183687.42826985277
2023-11-08,184430.19545842236
2023-11-09,183608.5191592956
2023-11-10,182389.87244598288
2023-11-13,181363.74477106237
2023-11-14,181604.31129718426
2023-11-15,181840.46988396815
2023-11-16,181094.0723111072
2023-11-17,180802.28693310654
2023-11-20,181278.98645544617
2023-11-21,182249.58600817164
2023-11-22,182519.9306285631
2023-11-23,180923.30146420404
2023-11-24,181198.8831433163
2023-11-27,178603.1280766554
2023-11-28,181460.7048455432
2023-11-29,182950.02407477566
2023-11-30,182972.60043588106
2023-12-01,183729.52855779714
2023-12-04,184204.84410778122
2023-12-05,186845.18356087158
2023-12-06,188889.73959178882
2023-12-07,190468.84148297683
2023-12-08,193941.849474624
2023-12-11,191086.0127188232
2023-12-12,192954.2688304635
2023-12-13,193725.36126613617
2023-12-14,194690.19077716966
2023-12-15,193141.71769903752
2023-12-18,192666.80005030637
2023-12-19,190406.57944131488
2023-12-20,189629.0152424164
2023-12-21,187767.20451407327
2023-12-22,188948.19848558545
2023-12-25,185935.7009088512
2023-12-26,188632.0002395848
2023-12-27,190084.67768258826
2023-12-28,189729.03079437985
2023-12-29,188654.3661563921
2024-01-02,189427.2452987452
2024-01-03,188244.77054319458
2024-01-04,189508.65108429702
2024-01-05,189281.93170216697
2024-01-08,188514.04424475296
2024-01-09,184860.86471267015
2024-01-10,182555.49750776103
2024-01-11,183528.26639637892
2024-01-12,182842.54748560453
2024-01-15,182625.6176913783
2024-01-16,183694.7107175917
2024-01-17,182350.17854806036
2024-01-18,182718.24771320994
2024-01-19,183736.20606223424
2024-01-22,186516.34024465026
2024-01-23,188081.15462113786
2024-01-24,187260.04723592463
2024-01-25,187228.5921534964
2024-01-26,185724.85310116565
2024-01-29,187526.02098600037
2024-01-30,189166.9940848532
2024-01-31,188398.06445202607
2024-02-01,194536.97812128885
2024-02-02,198549.14130910352
2024-02-05,200433.78227188913
2024-02-15,208744.8144565013
2024-02-16,204782.388222607
2024-02-19,200996.55110222584
2024-02-20,199580.7848670951
2024-02-21,198135.5087319517
2024-02-22,200016.71567694005
2024-02-23,199699.5819353101
2024-02-26,200314.44428785564
2024-02-27,196451.6087196993
2024-02-29,201331.7466111582
2024-03-01,204168.3733360142
2024-03-04,206617.808101362
2024-03-05,211695.68259424184
2024-03-06,216498.40773056267
2024-03-07,213936.9915971328
2024-03-08,209469.3025783609
2024-03-11,211175.5674274212
2024-03-12,213882.99697594251
