Date,Equity
2023-06-12,197957.13256536346
2023-06-13,201386.74439804713
2023-06-14,204817.2217190843
2023-06-15,211292.40411293806
2023-06-16,211141.9800227938
2023-06-19,210668.10919603196
2023-06-20,209792.95879946463
2023-06-21,212656.54284402294
2023-06-26,208591.41105645723
2023-06-27,202267.17855847845
2023-06-28,203890.29318743612
2023-06-29,207212.6444353481
2023-06-30,212369.04470387293
2023-07-03,218400.2988568616
2023-07-04,226591.512350067
2023-07-05,224537.76636372868
2023-07-06,223610.84428178176
2023-07-07,221602.52283521602
2023-07-10,225186.1676243642
2023-07-11,231874.13987388895
2023-07-12,237804.33770778938
2023-07-13,241930.3796673247
2023-07-14,247931.80864457577
2023-07-17,249821.65821725063
2023-07-18,248662.05555684687
2023-07-19,244783.04360573477
2023-07-20,252051.21406603834
2023-07-21,266277.89443279855
2023-07-24,272630.4352066174
2023-07-25,269719.20007400255
2023-07-26,269184.6343027051
2023-07-27,269419.99095990154
2023-07-28,276690.9116399241
2023-07-31,268360.0830119996
2023-08-01,266760.06814842107
2023-08-02,248822.41990023162
2023-08-04,249519.1437610459
2023-08-07,260163.55268331064
2023-08-08,258882.95652170503
2023-08-09,259056.60503376153
2023-08-10,248839.40862044093
2023-08-11,252900.72978056356
2023-08-14,248989.79628266656
2023-08-15,255876.1410270449
2023-08-16,261079.383453637
2023-08-17,266934.2370662082
2023-08-18,260824.0442131809
2023-08-21,265454.5439545164
2023-08-22,268143.08821437845
2023-08-23,270222.8054064896
2023-08-24,270324.4863756401
2023-08-25,267655.34299695055
2023-08-28,266474.19355336035
2023-08-29,266532.23512403894
2023-08-30,266911.31033646944
2023-08-31,267615.84037416626
2023-09-01,266226.97387767734
2023-09-04,266303.625483356
2023-09-05,266108.425732342
2023-09-06,266393.9536933819
2023-09-07,266294.18141749216
2023-09-08,265796.29639998346
2023-09-11,264388.1662255678
2023-09-12,264436.9226962834
2023-09-13,264337.0305338826
2023-09-14,264867.8178705352
2023-09-15,265130.1376117842
2023-09-18,264029.6983546846
2023-09-19,263698.3157180995
2023-09-20,261614.91346026343
2023-09-21,259843.6868310177
2023-09-22,260126.16151614292
2023-09-25,260466.2544618924
2023-09-26,259948.40098858782
2023-09-27,260486.2230258005
2023-09-28,260651.20684662004
2023-10-02,260762.34995880607
2023-10-03,260828.34260211684
2023-10-04,260754.33103154696
2023-10-05,261239.98284836364
2023-10-06,261083.93960336936
2023-10-11,261086.714863906
2023-10-12,261511.51648964573
2023-10-13,261571.83242850387
2023-10-16,261327.0273433747
2023-10-17,260496.54471925192
2023-10-18,258366.05602232766
2023-10-19,258804.08948992274
2023-10-20,257814.39490605128
2023-10-23,255410.22010707346
2023-10-24,254897.92590351912
2023-10-25,254809.89722488713
2023-10-26,253611.78523982517
2023-10-27,252888.80722663473
2023-10-30,253793.16888501772
2023-10-31,252224.63051025846
2023-11-01,252499.39474989468
2023-11-02,254017.54126892035
2023-11-03,254852.8519263691
2023-11-06,257714.91209081566
2023-11-07,262389.4397280784
2023-11-08,263873.1368269431
2023-11-09,263138.6289833822
2023-11-10,259444.50526633652
2023-11-13,258627.31169715404
2023-11-14,258756.83795190573
2023-11-15,257427.4573454131
2023-11-16,257342.42897281473
2023-11-17,259491.68966580072
2023-11-20,258435.94670032355
2023-11-21,259011.57816082318
2023-11-22,258331.2624621091
2023-11-23,255122.68197414343
2023-11-24,253693.8687880105
2023-11-27,250340.3109997259
2023-11-28,255182.54309005258
2023-11-29,257418.75682767617
2023-11-30,257480.07209003333
2023-12-01,258592.5910865878
2023-12-04,260617.27784778603
2023-12-05,265091.2852248259
2023-12-06,263936.61221624404
2023-12-07,266685.113089232
2023-12-08,270311.47482170403
2023-12-11,267055.2275068731
2023-12-12,270049.0925057821
2023-12-13,270235.7651501771
2023-12-14,269511.7790174643
2023-12-15,268675.4206885587
2023-12-18,266898.6620108757
2023-12-19,264543.7990970443
2023-12-20,264532.1387988813
2023-12-21,265736.2213052856
2023-12-22,266081.7321627149
2023-12-25,263106.4270869684
2023-12-26,266795.2405342694
2023-12-27,268842.4314673595
2023-12-28,269764.1382305555
2023-12-29,268516.99964969815
2024-01-02,269309.4852157404
2024-01-03,266502.68289249035
2024-01-04,268465.1107681779
2024-01-05,268685.5389873562
2024-01-08,266992.41356038366
2024-01-09,261046.05842440896
2024-01-10,257580.52101882888
2024-01-11,257912.5918206435
2024-01-12,257575.98839608335
2024-01-15,257010.62179191154
2024-01-16,257603.4260619109
2024-01-17,256185.62265095473
2024-01-18,257084.54267472425
2024-01-19,259696.2361088766
2024-01-22,263944.5510692159
2024-01-23,265973.18101430224
2024-01-24,265335.2041842252
2024-01-25,265753.7088161206
2024-01-26,262761.8734317686
2024-01-29,264960.9547543919
2024-01-30,266744.4784753551
2024-01-31,264484.7280619279
2024-02-01,270804.88026010967
2024-02-02,275308.38313525496
2024-02-05,276913.8665597114
2024-02-15,285298.02407563885
2024-02-16,280056.53291026707
2024-02-19,276651.3855599859
2024-02-20,274091.0874602327
2024-02-21,271655.5165836185
2024-02-22,274162.43391237647
2024-02-23,273632.80689938605
2024-02-26,274044.51798636885
2024-02-27,268880.5789988029
2024-02-29,275642.26915217936
2024-03-01,279576.9967349178
2024-03-04,282921.95052579936
2024-03-05,289912.53286686214
2024-03-06,296497.9537342937
2024-03-07,292975.624889966
2024-03-08,286836.0893355148
2024-03-11,289175.20062792714
2024-03-12,292880.0311232004
2024-03-13,290336.93124091707
2024-03-14,280859.1022530419
2024-03-15,278068.1430714825
2024-03-18,286581.2199452536
2024-03-19,287833.69688236254
2024-03-20,286627.2214606984
2024-03-21,288715.28822058253
2024-03-22,286538.9505472169
2024-03-25,287297.23016092053
2024-03-26,281691.0881766855
2024-03-27,282718.20316664566
2024-03-28,284328.1267886259
2024-03-29,284949.39901405165
2024-04-01,283140.7488866618
2024-04-02,290413.1791808465
2024-04-03,291119.1322420208
2024-04-08,290094.7155947457
2024-04-09,294746.57599079487
2024-04-10,292636.7891745205
2024-04-11,290915.5481814904
2024-04-12,296158.020249935
2024-04-15,287097.64769288164
2024-04-16,276430.370413287
2024-04-17,286562.97772012517
2024-04-18,291051.9273686408
2024-04-19,280266.14799722313
2024-04-22,270187.89543488296
2024-04-23,271446.59398490365
2024-04-24,281099.6106937787
2024-04-25,278525.46151900996
2024-04-26,281643.2218819487
2024-04-29,281682.945338321
2024-04-30,280648.9602233294
2024-05-02,278630.5768801095
2024-05-03,279609.88890028436
2024-05-06,280435.23880149657
2024-05-07,280960.3357741196
2024-05-08,279636.6357257094
2024-05-09,278133.4957697708
2024-05-10,279515.3039032656
2024-05-13,279303.5193752482
2024-05-14,281072.44159072445
2024-05-15,283831.2900835935
2024-05-16,290927.206375114
2024-05-17,287775.02238224406
2024-05-20,285826.24418890633
2024-05-21,282137.5058754925
2024-05-22,284135.2897222971
2024-05-23,284065.06367455935
2024-05-24,288650.66786064836
2024-05-27,294086.7267970112
2024-05-28,296585.5696559353
2024-05-29,292461.93375244486
2024-05-30,290229.24519132054
2024-05-31,284018.8990599831
2024-06-03,287624.18268868956
2024-06-04,285010.73805392574
2024-06-05,292067.1086466404
2024-06-06,293848.4225629189
2024-06-07,295400.6428190009
2024-06-11,285927.1176974746
2024-06-12,282405.48666159005
2024-06-13,286299.19046768756
2024-06-14,292379.0592799965
2024-06-17,289467.4114973685
2024-06-18,291790.5373076905
2024-06-19,292066.34215178946
2024-06-20,295699.70183749986
2024-06-21,293989.0576972837
2024-06-24,288454.51495050546
2024-06-25,289180.6126741154
2024-06-26,290197.11341023643
2024-06-27,289680.7331236924
2024-06-28,292337.69748892135
2024-07-01,289886.6089963321
2024-07-02,287020.9451123768
2024-07-03,291003.43978369446
2024-07-04,292056.7655507017
2024-07-05,288736.02209308924
2024-07-08,294404.385891902
2024-07-09,297376.365160463
2024-07-10,299536.21913547255
2024-07-11,301890.34278501954
2024-07-12,294661.0532384008
2024-07-15,295895.6704560398
2024-07-16,297142.33709032444
2024-07-17,300043.4909850226
2024-07-18,291182.3090289795
2024-07-19,288544.1824504255
2024-07-22,274654.8710446779
2024-07-23,282250.9408408867
2024-07-26,278875.06984785706
2024-07-29,275779.73473768553
2024-07-30,278667.3114811748
2024-07-31,279266.23057313147
2024-08-01,282563.8850875333
2024-08-02,275029.2866811008
2024-08-05,264593.11334075953
2024-08-06,265749.0056329292
2024-08-07,267886.0972919062
2024-08-08,266885.3291589067
2024-08-09,268848.97416577773
2024-08-12,269782.56528993056
2024-08-13,269677.8000970899
2024-08-14,269724.61382981343
2024-08-15,269806.2016852371
2024-08-16,270202.4690131635
2024-08-19,270170.02700748696
2024-08-20,269986.62987087114
2024-08-21,269496.556965194
2024-08-22,269747.69061935274
2024-08-23,269921.38147115643
2024-08-26,271319.3839977652
2024-08-27,270860.30209065444
2024-08-28,270836.4199732372
2024-08-29,270729.8409301454
2024-08-30,270703.5049327101
