Date,Equity
2023-05-09,199717.9534399844
2023-05-10,199418.25398405196
2023-05-11,199056.76546096418
2023-05-12,199902.8227238449
2023-05-15,200383.5430573124
2023-05-16,200977.02926135517
2023-05-17,201358.7968104454
2023-05-18,202103.5197700877
2023-05-19,202688.66804067
2023-05-22,202662.38577870617
2023-05-23,203252.8783756343
2023-05-24,203371.4827750109
2023-05-25,206214.72173980897
2023-05-26,206188.67052471827
2023-05-29,210689.73469802042
2023-05-30,209838.13074422063
2023-05-31,210707.26114010531
2023-06-01,213729.48671317613
2023-06-02,216644.78736330388
2023-06-05,216531.3001832166
2023-06-06,215720.69055379243
2023-06-07,220979.1751955453
2023-06-08,215149.23989383102
2023-06-09,224138.12151735203
2023-06-12,222032.9763645721
2023-06-13,228500.53334167198
2023-06-14,233082.75665648392
2023-06-15,242492.23131701135
2023-06-16,242431.67184811668
2023-06-19,240886.35605295267
2023-06-20,239750.63022209774
2023-06-21,243955.15900875803
2023-06-26,238681.11207102353
2023-06-27,230535.70484570056
2023-06-28,231878.28850690913
2023-06-29,235605.78387004806
2023-06-30,240658.99123819536
2023-07-03,249018.26387571887
2023-07-04,262509.2456829029
2023-07-05,259070.30937902443
2023-07-06,256665.251540787
2023-07-07,255234.06381715016
2023-07-10,257927.02660294907
2023-07-11,269426.01181505044
2023-07-12,278769.5647765875
2023-07-13,286134.35164168273
2023-07-14,293093.12012296636
2023-07-17,293717.98213378247
2023-07-18,292072.0563788563
2023-07-19,286857.68985286035
2023-07-20,294472.40473231574
2023-07-21,308849.14109857637
2023-07-24,315284.61138805293
2023-07-25,310696.4977209917
2023-07-26,309719.21679682296
2023-07-27,308853.6829646893
2023-07-28,315017.72487810336
2023-07-31,306201.00432636106
2023-08-01,303059.29527207994
2023-08-02,281542.8198680637
2023-08-04,283292.91332003626
2023-08-07,298133.3091686464
2023-08-08,295856.361796436
2023-08-09,295736.85397273506
2023-08-10,282458.8991171816
2023-08-11,286585.20528463414
2023-08-14,282391.37179088657
2023-08-15,292128.26356908766
2023-08-16,299453.84383458324
2023-08-17,305542.1086281475
2023-08-18,299213.731308304
2023-08-21,302123.4184331099
2023-08-22,306608.4384565461
2023-08-23,309018.16264020494
2023-08-24,309782.2962509448
2023-08-25,304902.3496107852
2023-08-28,302173.86344069813
2023-08-29,302554.8638077037
2023-08-30,302429.80037379515
2023-08-31,302449.28358214017
2023-09-01,300368.06948779227
2023-09-04,300954.0154244386
2023-09-05,301200.4560713922
2023-09-06,302525.0263543041
2023-09-07,302244.9727534504
2023-09-08,301913.403928394
2023-09-11,300777.73620249616
2023-09-12,301139.65525062167
2023-09-13,301524.778418748
2023-09-14,302649.7750031157
2023-09-15,303115.0657737663
2023-09-18,302017.52488865104
2023-09-19,302283.02014970564
2023-09-20,299402.03731072386
2023-09-21,296969.0824506076
2023-09-22,297759.208724006
2023-09-25,298684.11434579844
2023-09-26,297904.54103372025
2023-09-27,298203.90322319587
2023-09-28,298678.5924636814
2023-10-02,298599.2566055252
2023-10-03,298499.09656075324
2023-10-04,298395.488881103
2023-10-05,299105.75204104494
2023-10-06,298742.4998475705
2023-10-11,298534.5573024991
2023-10-12,298718.50170935737
2023-10-13,298799.1058922908
2023-10-16,298070.04822461493
2023-10-17,297333.08208723355
2023-10-18,293851.8116523153
2023-10-19,293806.9210194339
2023-10-20,293435.9815050053
2023-10-23,292014.7122579706
2023-10-24,291767.80224419397
2023-10-25,291499.305406481
2023-10-26,289833.18464292405
2023-10-27,290465.9814391024
2023-10-30,290738.45264589135
2023-10-31,288716.3431952762
2023-11-01,288925.4553179215
2023-11-02,290422.4109901163
2023-11-03,291856.4139411153
2023-11-06,294234.31956025935
2023-11-07,300648.446570993
2023-11-08,302045.6608661247
2023-11-09,300712.8086172417
2023-11-10,298263.036233804
2023-11-13,295796.51265304134
2023-11-14,297283.72647253145
2023-11-15,296629.16830278555
2023-11-16,294935.824383248
2023-11-17,295512.14830024424
2023-11-20,295997.87611825776
2023-11-21,297444.8845802969
2023-11-22,296838.67760262877
2023-11-23,293676.21520233696
2023-11-24,293708.509610428
2023-11-27,289551.9435996345
2023-11-28,293871.9448383123
2023-11-29,295930.39473873196
2023-11-30,295484.4865103943
2023-12-01,297319.33306196035
2023-12-04,296612.0525055957
2023-12-05,301340.5474284485
2023-12-06,305563.04354293353
2023-12-07,309075.150211406
2023-12-08,314594.4143652283
2023-12-11,308678.2151673974
2023-12-12,311100.54011284333
2023-12-13,311160.96749080566
2023-12-14,310933.81861475215
2023-12-15,309151.23853861226
2023-12-18,307748.2558106155
2023-12-19,303820.4039693601
2023-12-20,303089.284557149
2023-12-21,301173.597925777
2023-12-22,303339.5848020826
2023-12-25,297522.06045370543
2023-12-26,300071.07188434724
2023-12-27,302814.87504700694
2023-12-28,302144.7600160019
2023-12-29,301301.27936374675
2024-01-02,299262.4060861174
2024-01-03,294198.9065658951
2024-01-04,295528.57847872976
2024-01-05,295347.58014915
2024-01-08,293402.5864518049
2024-01-09,285633.30476186005
2024-01-10,282263.95479424665
2024-01-11,283766.49918955413
2024-01-12,282659.26835184975
2024-01-15,282396.56867530814
2024-01-16,284081.56862314837
2024-01-17,281725.97045048216
2024-01-18,282453.787052135
2024-01-19,284193.88070041745
2024-01-22,288554.05049813964
2024-01-23,291540.500872046
2024-01-24,290168.8460811854
2024-01-25,290372.67551267747
2024-01-26,287757.3471973144
2024-01-29,290955.5113604951
2024-01-30,292499.5329092492
2024-01-31,290642.3195310002
2024-02-01,299280.9519126705
2024-02-02,307768.145973153
2024-02-05,311576.4712036213
2024-02-15,324329.6026653292
2024-02-16,319709.03016040643
2024-02-19,317422.1491938186
2024-02-20,315281.65376357164
2024-02-21,314192.4405958704
2024-02-22,317000.533168574
2024-02-23,317383.21471514576
2024-02-26,317468.7407579318
2024-02-27,312569.5865939298
2024-02-29,321110.77088323707
2024-03-01,325590.1867803356
2024-03-04,328150.0483543
2024-03-05,336974.1517984808
2024-03-06,344958.613238115
2024-03-07,338985.26288515754
2024-03-08,331220.7478196561
2024-03-11,335172.13300032064
2024-03-12,336370.237935021
2024-03-13,331332.4279588505
2024-03-14,320289.69744308735
2024-03-15,317405.5966673513
2024-03-18,325981.01173728023
2024-03-19,327690.0269306486
2024-03-20,326080.2190880663
2024-03-21,328448.8238814368
2024-03-22,326066.87937772094
2024-03-25,327193.05675522547
2024-03-26,319545.79661370796
2024-03-27,321463.9193461369
2024-03-28,322477.1971156519
2024-03-29,324125.7696506643
2024-04-01,322375.6139030907
2024-04-02,331008.40331760957
2024-04-03,331438.98364089977
2024-04-08,330223.02835467824
2024-04-09,335382.8430418629
2024-04-10,333194.16103348637
2024-04-11,331060.25885865133
2024-04-12,333204.2893439936
2024-04-15,323287.71706830844
2024-04-16,311147.26593906654
2024-04-17,323425.87618296023
2024-04-18,327812.04901770235
2024-04-19,315302.1999664325
2024-04-22,303183.66323132586
